,Rooms,Type,Method,Distance,Postcode,Bedrooms,Bathroom,Car,Landsize,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount,Price class
3732,2,h,S,4.0,3057.0,2.0,1.0,1.0,123.0,1960.0,-37.7784,144.97404,Northern Metropolitan,5533.0,0
3733,3,u,S,11.4,3084.0,3.0,1.0,2.0,239.0,,-37.7417,145.061,Eastern Metropolitan,3540.0,0
3734,3,u,S,9.2,3104.0,3.0,2.0,2.0,244.0,,-37.7933,145.0672,Southern Metropolitan,7809.0,0
3735,2,h,S,15.5,3167.0,2.0,1.0,3.0,697.0,,-37.91698,145.11225,South-Eastern Metropolitan,3692.0,0
3736,4,h,S,3.8,3207.0,4.0,2.0,3.0,611.0,1940.0,-37.8349,144.9266,Southern Metropolitan,8648.0,1
3737,5,h,PI,17.2,3133.0,5.0,2.0,2.0,599.0,,-37.84158,145.19762,Eastern Metropolitan,4181.0,1
3738,3,h,S,9.2,3012.0,3.0,1.0,3.0,667.0,,-37.7784,144.8708,Western Metropolitan,3873.0,0
3739,2,u,S,12.1,3163.0,2.0,1.0,1.0,161.0,1980.0,-37.8955,145.07299999999995,Southern Metropolitan,4442.0,0
3740,3,h,S,12.0,3073.0,3.0,2.0,1.0,301.0,,-37.72839000000001,145.00105,Northern Metropolitan,21650.0,0
3741,3,h,SP,12.9,3043.0,3.0,1.0,2.0,552.0,1980.0,-37.68641,144.89826000000005,Western Metropolitan,3285.0,0
3742,2,u,S,10.3,3187.0,2.0,1.0,2.0,275.0,1970.0,-37.91106,145.02393999999995,Southern Metropolitan,6938.0,0
3743,4,h,VB,4.6,3181.0,4.0,2.0,2.0,291.0,1890.0,-37.84961,145.00248,Southern Metropolitan,7717.0,2
3744,4,h,PI,8.4,3015.0,4.0,2.0,2.0,757.0,1886.0,-37.849,144.8947,Western Metropolitan,5498.0,2
3745,1,u,VB,6.5,3071.0,1.0,1.0,1.0,0.0,,-37.7581,144.9944,Northern Metropolitan,8870.0,0
3746,3,h,S,10.4,3042.0,3.0,1.0,1.0,697.0,,-37.73254,144.88321000000005,Western Metropolitan,3464.0,0
3747,3,h,S,9.7,3103.0,2.0,1.0,2.0,844.0,,-37.8037,145.0636,Southern Metropolitan,5682.0,1
3748,3,h,PI,11.7,3148.0,3.0,2.0,2.0,6000.0,,-37.88932,145.10298999999995,Southern Metropolitan,3582.0,0
3749,2,t,S,8.7,3032.0,2.0,2.0,1.0,0.0,,-37.7692,144.8905,Western Metropolitan,4918.0,0
3750,3,h,S,12.8,3033.0,3.0,1.0,1.0,657.0,1965.0,-37.7411,144.8638,Western Metropolitan,5629.0,0
3751,2,h,S,2.6,3121.0,2.0,1.0,0.0,158.0,,-37.8239,145.0045,Northern Metropolitan,14949.0,1
3752,3,h,S,15.0,3085.0,3.0,2.0,2.0,586.0,1970.0,-37.7279,145.1017,Northern Metropolitan,1369.0,0
3753,3,h,S,3.3,3206.0,3.0,1.0,0.0,209.0,1900.0,-37.8468,144.9546,Southern Metropolitan,3280.0,1
3754,2,u,SP,3.3,3141.0,2.0,1.0,1.0,0.0,1970.0,-37.8426,144.993,Southern Metropolitan,14887.0,0
3755,3,h,S,17.2,3132.0,3.0,2.0,2.0,672.0,1970.0,-37.8236,145.20898,Eastern Metropolitan,6871.0,0
3756,3,h,SP,5.2,3055.0,3.0,1.0,1.0,473.0,,-37.7535,144.94643,Northern Metropolitan,7082.0,1
3757,3,h,S,22.2,3172.0,3.0,2.0,1.0,539.0,1968.0,-37.98086,145.11993,South-Eastern Metropolitan,3940.0,0
3758,5,h,S,20.5,3752.0,5.0,3.0,2.0,582.0,2000.0,-37.62292,145.09507,Northern Metropolitan,7969.0,0
3759,3,h,PI,9.7,3103.0,3.0,1.0,1.0,534.0,,-37.8114,145.0793,Southern Metropolitan,5682.0,1
3760,3,h,S,13.9,3165.0,3.0,2.0,4.0,710.0,,-37.9348,145.0634,Southern Metropolitan,10969.0,0
3761,1,u,S,3.3,3141.0,1.0,1.0,0.0,0.0,1940.0,-37.8458,145.0034,Southern Metropolitan,14887.0,0
3762,3,h,S,12.6,3020.0,3.0,1.0,5.0,879.0,,-37.7796,144.8426,Western Metropolitan,3755.0,0
3763,5,h,S,20.5,3752.0,5.0,5.0,3.0,700.0,2010.0,-37.6236,145.10629,Northern Metropolitan,7969.0,0
3764,3,h,S,13.0,3204.0,3.0,1.0,2.0,382.0,,-37.9187,145.0461,Southern Metropolitan,6795.0,1
3765,4,h,VB,11.4,3204.0,4.0,4.0,2.0,673.0,1935.0,-37.91888,145.04775,Southern Metropolitan,6795.0,2
3766,3,h,S,14.9,3087.0,3.0,2.0,2.0,567.0,1970.0,-37.7148,145.0851,Northern Metropolitan,2329.0,0
3767,3,h,S,4.3,3032.0,3.0,1.0,0.0,199.0,1900.0,-37.77561,144.91695,Western Metropolitan,6567.0,1
3768,2,u,S,7.2,3184.0,2.0,1.0,2.0,797.0,1920.0,-37.87449,144.99059,Southern Metropolitan,8989.0,0
3769,3,h,SP,27.0,3196.0,3.0,1.0,3.0,694.0,1975.0,-38.03819,145.12443000000005,South-Eastern Metropolitan,2546.0,0
3770,4,h,S,14.2,3149.0,4.0,2.0,4.0,691.0,,-37.86827,145.1452,Eastern Metropolitan,13366.0,1
3771,3,t,S,10.2,3147.0,3.0,2.0,2.0,343.0,2000.0,-37.86324000000001,145.10289,Southern Metropolitan,2894.0,0
3772,3,h,S,2.7,3141.0,3.0,1.0,,250.0,1900.0,-37.84324,144.99933,Southern Metropolitan,14887.0,1
3773,4,h,S,9.7,3103.0,4.0,2.0,4.0,935.0,1927.0,-37.8157,145.0795,Southern Metropolitan,5682.0,2
3774,4,h,PI,13.0,3046.0,4.0,2.0,8.0,977.0,1935.0,-37.7063,144.9273,Northern Metropolitan,8870.0,0
3775,4,h,SP,9.2,3104.0,4.0,2.0,1.0,546.0,,-37.7863,145.0905,Southern Metropolitan,7809.0,1
3776,2,h,PI,2.6,3121.0,2.0,1.0,1.0,151.0,1900.0,-37.8171,145.009,Northern Metropolitan,14949.0,0
3777,2,h,S,7.9,3079.0,2.0,1.0,1.0,557.0,1955.0,-37.7568,145.0355,Eastern Metropolitan,5549.0,0
3778,3,h,S,7.0,3013.0,3.0,1.0,1.0,442.0,,-37.8182,144.8727,Western Metropolitan,6543.0,0
3779,4,h,S,17.3,3193.0,4.0,3.0,2.0,704.0,2014.0,-37.99035,145.03839,Southern Metropolitan,5366.0,2
3780,4,h,S,7.0,3013.0,4.0,1.0,1.0,328.0,1920.0,-37.8097,144.8906,Western Metropolitan,6543.0,1
3781,4,h,S,11.4,3163.0,3.0,2.0,3.0,932.0,1970.0,-37.8975,145.0478,Southern Metropolitan,7822.0,1
3782,5,h,S,6.3,3143.0,5.0,2.0,2.0,617.0,,-37.8611,145.0271,Southern Metropolitan,4836.0,2
3783,2,u,S,11.4,3163.0,2.0,1.0,1.0,0.0,1980.0,-37.8981,145.0619,Southern Metropolitan,7822.0,0
3784,3,h,PI,5.5,3070.0,3.0,2.0,1.0,267.0,1920.0,-37.7744,145.0033,Northern Metropolitan,11364.0,1
3785,4,h,S,13.1,3128.0,3.0,2.0,2.0,780.0,1927.0,-37.8244,145.1319,Eastern Metropolitan,4605.0,1
3786,2,u,S,10.7,3187.0,2.0,1.0,1.0,1233.0,1960.0,-37.9164,145.0228,Southern Metropolitan,6938.0,0
3787,3,h,SP,12.4,3060.0,3.0,1.0,4.0,661.0,,-37.7009,144.9776,Northern Metropolitan,5070.0,0
3788,3,h,PI,9.9,3044.0,3.0,1.0,1.0,603.0,,-37.7186,144.9318,Northern Metropolitan,7485.0,0
3789,3,h,S,38.0,3199.0,3.0,1.0,2.0,602.0,,-38.13759,145.17054,South-Eastern Metropolitan,17055.0,0
3790,3,h,S,9.2,3058.0,4.0,,1.0,973.0,,-37.7284,144.9843,Northern Metropolitan,3445.0,1
3791,3,h,PI,8.8,3072.0,3.0,2.0,3.0,490.0,,-37.7413,145.0203,Northern Metropolitan,14577.0,1
3792,3,h,VB,10.3,3084.0,3.0,2.0,1.0,555.0,1988.0,-37.7585,145.0568,Eastern Metropolitan,1651.0,1
3793,3,h,S,38.0,3199.0,3.0,1.0,1.0,623.0,,-38.13669,145.14049,South-Eastern Metropolitan,17055.0,0
3794,4,h,PI,6.1,3182.0,4.0,3.0,5.0,648.0,,-37.8724,144.9767,Southern Metropolitan,13240.0,2
3795,1,u,S,2.5,3067.0,1.0,1.0,1.0,0.0,,-37.8078,144.9965,Northern Metropolitan,,0
3796,2,u,S,13.0,3166.0,2.0,1.0,1.0,0.0,1970.0,-37.8934,145.0853,Southern Metropolitan,3145.0,0
3797,3,u,S,5.1,3011.0,3.0,2.0,2.0,0.0,2005.0,-37.80618,144.89057,Western Metropolitan,2417.0,0
3798,2,t,S,14.9,3087.0,2.0,1.0,1.0,184.0,,-37.7143,145.0781,Northern Metropolitan,2329.0,0
3799,1,u,VB,5.1,3181.0,1.0,1.0,1.0,706.0,,-37.8556,144.9977,Southern Metropolitan,4380.0,0
3800,2,u,S,7.7,3184.0,2.0,1.0,1.0,0.0,1950.0,-37.8758,144.9874,Southern Metropolitan,8989.0,0
3801,3,h,PI,8.9,3016.0,3.0,2.0,5.0,442.0,2003.0,-37.8538,144.8722,Western Metropolitan,802.0,0
3802,3,h,S,12.0,3073.0,3.0,1.0,1.0,606.0,,-37.72057,145.02615,Northern Metropolitan,21650.0,0
3803,3,h,SP,7.0,3013.0,3.0,1.0,2.0,270.0,1920.0,-37.8148,144.8884,Western Metropolitan,6543.0,1
3804,3,t,S,11.2,3046.0,3.0,2.0,2.0,220.0,,-37.71467,144.91997,Northern Metropolitan,2651.0,0
3805,2,u,S,11.4,3163.0,2.0,1.0,1.0,103.0,1970.0,-37.8873,145.0559,Southern Metropolitan,7822.0,0
3806,4,t,S,11.4,3163.0,4.0,3.0,2.0,305.0,1996.0,-37.8978,145.0506,Southern Metropolitan,7822.0,1
3807,2,u,S,2.5,3121.0,2.0,1.0,1.0,0.0,2007.0,-37.8301,144.9904,Northern Metropolitan,1123.0,0
3808,4,h,PI,14.5,3036.0,4.0,2.0,4.0,556.0,1978.0,-37.72026,144.83143,Western Metropolitan,2339.0,1
3809,3,h,S,11.2,3073.0,3.0,1.0,2.0,602.0,1970.0,-37.7115,145.0009,Northern Metropolitan,21650.0,0
3810,3,t,S,2.1,3205.0,3.0,2.0,1.0,111.0,,-37.8341,144.9541,Southern Metropolitan,5943.0,1
3811,3,u,VB,7.2,3185.0,3.0,2.0,2.0,0.0,,-37.88472,145.00025,Southern Metropolitan,4898.0,0
3812,3,h,SP,11.2,3127.0,3.0,1.0,2.0,441.0,1910.0,-37.8204,145.0887,Southern Metropolitan,5457.0,2
3813,3,h,S,2.1,3205.0,3.0,2.0,2.0,0.0,1877.0,-37.8352,144.952,Southern Metropolitan,5943.0,2
3814,3,h,VB,3.2,3054.0,3.0,1.0,0.0,203.0,,-37.7824,144.9733,Northern Metropolitan,3106.0,1
3815,2,u,S,5.3,3122.0,2.0,1.0,1.0,2267.0,1930.0,-37.82193,145.01748999999995,Southern Metropolitan,11308.0,0
3816,3,t,S,13.4,3130.0,3.0,1.0,1.0,300.0,,-37.81156,145.14057,Eastern Metropolitan,5713.0,0
3817,3,h,SP,34.1,3805.0,3.0,1.0,2.0,810.0,,-38.0312,145.30703,South-Eastern Metropolitan,9376.0,0
3818,3,h,VB,17.3,3193.0,3.0,2.0,2.0,335.0,1996.0,-37.97316,145.04041999999995,Southern Metropolitan,5366.0,1
3819,4,h,S,5.9,3032.0,4.0,3.0,1.0,478.0,1900.0,-37.7729,144.9179,Western Metropolitan,6567.0,1
3820,6,h,S,35.4,3198.0,6.0,4.0,2.0,662.0,,-38.1078,145.1305,South-Eastern Metropolitan,8077.0,0
3821,2,h,PI,3.3,3206.0,2.0,1.0,0.0,240.0,,-37.8379,144.9539,Southern Metropolitan,,1
3822,3,h,S,9.4,3025.0,3.0,1.0,4.0,559.0,1950.0,-37.8399,144.86228,Western Metropolitan,5132.0,0
3823,3,u,SP,3.8,3207.0,3.0,2.0,2.0,0.0,2012.0,-37.841,144.9379,Southern Metropolitan,8648.0,1
3824,3,h,S,5.2,3056.0,3.0,2.0,1.0,470.0,,-37.7556,144.95729,Northern Metropolitan,11918.0,1
3825,2,u,S,4.0,3057.0,2.0,1.0,1.0,0.0,1980.0,-37.7631,144.98138,Northern Metropolitan,5533.0,0
3826,2,u,S,2.6,3121.0,2.0,2.0,1.0,0.0,2008.0,-37.822,145.0104,Northern Metropolitan,14949.0,0
3827,3,h,S,13.0,3046.0,3.0,1.0,2.0,702.0,,-37.709,144.9368,Northern Metropolitan,8870.0,0
3828,3,h,S,11.7,3125.0,3.0,2.0,3.0,620.0,,-37.8445,145.1005,Southern Metropolitan,5678.0,1
3829,3,h,S,14.0,3021.0,3.0,1.0,6.0,609.0,,-37.73106,144.80665,Western Metropolitan,14042.0,0
3830,3,h,SP,8.2,3012.0,4.0,1.0,2.0,536.0,1925.0,-37.7978,144.8743,Western Metropolitan,5058.0,1
3831,2,u,SP,5.9,3032.0,2.0,1.0,1.0,301.0,1995.0,-37.7791,144.914,Western Metropolitan,6567.0,0
3832,3,t,S,10.7,3187.0,2.0,2.0,2.0,496.0,,-37.9237,145.0075,Southern Metropolitan,6938.0,1
3833,3,h,S,13.0,3046.0,3.0,1.0,2.0,702.0,,-37.6999,144.9387,Northern Metropolitan,8870.0,0
3834,3,h,S,11.2,3042.0,3.0,1.0,1.0,650.0,,-37.7375,144.8885,Western Metropolitan,2291.0,1
3835,3,h,S,12.1,3083.0,3.0,1.0,2.0,532.0,1977.0,-37.69669,145.04515,Northern Metropolitan,10175.0,0
3836,4,h,VB,13.8,3165.0,4.0,3.0,3.0,605.0,1930.0,-37.91487,145.06623000000005,Southern Metropolitan,10969.0,1
3837,2,u,S,9.7,3104.0,2.0,1.0,1.0,134.0,1970.0,-37.79541,145.0657,Southern Metropolitan,7809.0,0
3838,4,h,S,8.7,3032.0,4.0,3.0,4.0,613.0,1950.0,-37.7799,144.8879,Western Metropolitan,4918.0,1
3839,1,u,S,2.8,3000.0,1.0,1.0,0.0,0.0,,-37.8111,144.9715,Northern Metropolitan,17496.0,0
3840,3,t,S,10.5,3081.0,3.0,2.0,2.0,250.0,2012.0,-37.7449,145.0523,Eastern Metropolitan,2947.0,0
3841,2,h,S,6.2,3039.0,2.0,1.0,1.0,172.0,1900.0,-37.7638,144.9089,Western Metropolitan,6232.0,0
3842,2,h,S,10.8,3019.0,2.0,1.0,1.0,566.0,1950.0,-37.7839,144.8524,Western Metropolitan,3589.0,0
3843,4,h,S,6.9,3039.0,3.0,2.0,2.0,595.0,,-37.7641,144.9265,Western Metropolitan,6232.0,1
3844,2,h,VB,5.9,3055.0,2.0,1.0,1.0,0.0,1970.0,-37.7711,144.9487,Northern Metropolitan,7082.0,0
3845,4,h,S,11.2,3046.0,4.0,2.0,1.0,655.0,1950.0,-37.69558,144.93223,Northern Metropolitan,8870.0,0
3846,2,h,S,4.2,3031.0,2.0,1.0,2.0,158.0,1965.0,-37.7902,144.9319,Northern Metropolitan,5263.0,0
3847,3,h,VB,6.3,3143.0,3.0,1.0,,230.0,1900.0,-37.86275,145.02364,Southern Metropolitan,4836.0,1
3848,1,u,S,3.3,3141.0,1.0,1.0,1.0,0.0,1980.0,-37.8415,144.991,Southern Metropolitan,,0
3849,3,u,S,14.5,3188.0,3.0,2.0,2.0,317.0,,-37.9431,145.0347,Southern Metropolitan,2356.0,0
3850,5,h,PI,11.2,3186.0,5.0,2.0,2.0,655.0,1925.0,-37.9264,145.0044,Southern Metropolitan,10579.0,1
3851,4,h,SP,12.4,3108.0,4.0,4.0,2.0,1072.0,1960.0,-37.79094,145.12733,Eastern Metropolitan,9028.0,2
3852,2,h,PI,5.9,3055.0,2.0,1.0,0.0,207.0,1950.0,-37.7622,144.9406,Northern Metropolitan,7082.0,0
3853,4,h,S,5.2,3056.0,4.0,2.0,2.0,657.0,1958.0,-37.7725,144.964,Northern Metropolitan,11918.0,1
3854,5,h,S,6.9,3039.0,5.0,1.0,1.0,584.0,,-37.7696,144.9229,Western Metropolitan,6232.0,1
3855,2,u,S,5.2,3056.0,2.0,1.0,1.0,135.0,1975.0,-37.7583,144.9756,Northern Metropolitan,11918.0,0
3856,3,h,VB,11.4,3084.0,3.0,1.0,0.0,454.0,1940.0,-37.7449,145.072,Eastern Metropolitan,3540.0,0
3857,3,h,SP,2.5,3067.0,3.0,1.0,0.0,198.0,1900.0,-37.8025,144.9939,Northern Metropolitan,4019.0,0
3858,2,u,PI,2.6,3121.0,2.0,2.0,1.0,0.0,2013.0,-37.8198,145.005,Northern Metropolitan,14949.0,0
3859,4,t,PI,13.9,3165.0,4.0,2.0,1.0,450.0,1940.0,-37.9133,145.0837,Southern Metropolitan,10969.0,0
3860,3,h,PI,8.2,3012.0,3.0,1.0,0.0,370.0,,-37.7916,144.8715,Western Metropolitan,5058.0,0
3861,4,h,S,13.9,3108.0,4.0,3.0,3.0,586.0,2002.0,-37.7739,145.1287,Eastern Metropolitan,9028.0,1
3862,2,u,VB,11.8,3204.0,2.0,1.0,1.0,0.0,1970.0,-37.9031,145.0444,Southern Metropolitan,3578.0,0
3863,4,h,S,15.2,3191.0,4.0,2.0,2.0,503.0,1930.0,-37.95685,145.01977,Southern Metropolitan,4497.0,1
3864,2,h,S,4.5,3181.0,2.0,1.0,0.0,214.0,1915.0,-37.8572,145.0066,Southern Metropolitan,7717.0,1
3865,2,h,S,12.8,3033.0,2.0,1.0,1.0,116.0,,-37.74800000000001,144.8696,Western Metropolitan,5629.0,0
3866,3,h,S,13.5,3020.0,3.0,1.0,2.0,726.0,1966.0,-37.7905,144.8073,Western Metropolitan,6763.0,0
3867,3,h,PI,12.4,3060.0,3.0,1.0,1.0,599.0,1960.0,-37.7071,144.9666,Northern Metropolitan,5070.0,0
3868,3,h,S,12.4,3083.0,3.0,1.0,2.0,556.0,,-37.7174,145.0361,Northern Metropolitan,1414.0,0
3869,3,h,VB,11.2,3127.0,3.0,2.0,4.0,816.0,,-37.8304,145.0934,Southern Metropolitan,5457.0,2
3870,2,u,SP,13.9,3165.0,2.0,2.0,2.0,0.0,2011.0,-37.9292,145.0708,Southern Metropolitan,10969.0,0
3871,2,u,S,38.0,3199.0,2.0,1.0,1.0,0.0,1968.0,-38.13275,145.13099,South-Eastern Metropolitan,17055.0,0
3872,4,h,S,16.7,3150.0,4.0,2.0,2.0,653.0,,-37.89231,145.15141,Eastern Metropolitan,15321.0,1
3873,2,u,VB,1.2,3006.0,2.0,1.0,1.0,0.0,2010.0,-37.8226,144.9667,Southern Metropolitan,8400.0,0
3874,2,h,S,5.1,3011.0,2.0,1.0,0.0,148.0,,-37.79462,144.89385,Western Metropolitan,7570.0,0
3875,1,u,PI,5.1,3181.0,1.0,1.0,1.0,0.0,2005.0,-37.8571,144.9979,Southern Metropolitan,4380.0,0
3876,5,h,S,11.2,3186.0,4.0,2.0,2.0,710.0,2000.0,-37.9241,145.0008,Southern Metropolitan,10579.0,2
3877,5,h,SP,14.3,3109.0,5.0,2.0,3.0,677.0,,-37.79348,145.15241,Eastern Metropolitan,10999.0,1
3878,4,h,S,3.3,3206.0,3.0,2.0,1.0,183.0,1880.0,-37.8434,144.9495,Southern Metropolitan,3280.0,1
3879,2,u,S,11.2,3127.0,3.0,1.0,1.0,0.0,,-37.8174,145.0893,Southern Metropolitan,5457.0,0
3880,2,h,S,1.9,3205.0,2.0,1.0,,140.0,,-37.83745,144.95459,Southern Metropolitan,5943.0,1
3881,2,u,S,11.4,3163.0,2.0,1.0,1.0,78.0,,-37.8967,145.0627,Southern Metropolitan,7822.0,0
3882,2,t,S,7.9,3079.0,2.0,2.0,1.0,124.0,2010.0,-37.7618,145.0287,Eastern Metropolitan,5549.0,0
3883,1,h,S,5.2,3056.0,1.0,1.0,1.0,85.0,,-37.7598,144.9563,Northern Metropolitan,11918.0,0
3884,4,h,S,19.9,3134.0,4.0,2.0,2.0,1019.0,,-37.8004,145.23256999999995,Eastern Metropolitan,3619.0,1
3885,4,h,SA,5.1,3011.0,4.0,2.0,1.0,180.0,1994.0,-37.79686,144.908,Western Metropolitan,7570.0,0
3886,2,u,PI,7.4,3144.0,2.0,2.0,1.0,0.0,,-37.8514,145.0361,Southern Metropolitan,4675.0,0
3887,4,h,S,17.9,3082.0,4.0,2.0,3.0,800.0,1985.0,-37.67217,145.0642,Northern Metropolitan,10529.0,0
3888,3,h,S,20.6,3064.0,3.0,1.0,1.0,400.0,,-37.62464,144.9345,Northern Metropolitan,5833.0,0
3889,3,h,S,3.3,3141.0,3.0,1.0,0.0,154.0,1920.0,-37.8395,144.9868,Southern Metropolitan,14887.0,0
3890,3,h,S,11.8,3204.0,3.0,1.0,1.0,551.0,1940.0,-37.9036,145.0521,Southern Metropolitan,3578.0,1
3891,3,h,S,10.6,3084.0,3.0,1.0,1.0,827.0,1952.0,-37.74800000000001,145.0625,Eastern Metropolitan,2890.0,1
3892,4,h,S,7.9,3079.0,4.0,2.0,2.0,650.0,,-37.7607,145.0456,Eastern Metropolitan,5549.0,1
3893,3,h,S,4.6,3122.0,3.0,2.0,1.0,151.0,,-37.8219,145.0241,Southern Metropolitan,11308.0,1
3894,3,h,S,9.7,3104.0,3.0,1.0,1.0,663.0,,-37.79131,145.07861,Southern Metropolitan,7809.0,1
3895,3,h,S,8.2,3012.0,3.0,1.0,2.0,325.0,1925.0,-37.7922,144.8818,Western Metropolitan,5058.0,0
3896,2,u,VB,6.1,3182.0,2.0,1.0,0.0,0.0,,-37.8579,144.981,Southern Metropolitan,13240.0,0
3897,2,h,S,5.5,3070.0,2.0,1.0,1.0,225.0,1910.0,-37.7663,145.0009,Northern Metropolitan,11364.0,0
3898,2,h,S,9.9,3044.0,2.0,1.0,1.0,746.0,1950.0,-37.7304,144.9496,Northern Metropolitan,7485.0,1
3899,2,u,SP,7.4,3144.0,2.0,1.0,1.0,0.0,2008.0,-37.8515,145.0372,Southern Metropolitan,4675.0,0
3900,3,h,SP,24.7,3175.0,3.0,1.0,1.0,810.0,,-37.97938,145.23035,South-Eastern Metropolitan,10894.0,0
3901,4,t,S,9.8,3040.0,4.0,2.0,1.0,179.0,1995.0,-37.7527,144.8824,Western Metropolitan,588.0,0
3902,4,h,S,21.3,3135.0,4.0,1.0,1.0,833.0,1960.0,-37.81186,145.25419,Eastern Metropolitan,4407.0,1
3903,3,h,S,12.9,3043.0,3.0,1.0,1.0,778.0,1960.0,-37.70321,144.87972,Western Metropolitan,3296.0,0
3904,2,u,S,2.7,3141.0,2.0,2.0,1.0,0.0,1930.0,-37.82863,144.98514,Southern Metropolitan,14887.0,1
3905,3,h,S,2.6,3121.0,3.0,1.0,1.0,209.0,1900.0,-37.8206,144.9913,Northern Metropolitan,14949.0,1
3906,3,h,S,12.4,3060.0,2.0,1.0,2.0,701.0,,-37.7054,144.963,Northern Metropolitan,5070.0,0
3907,2,u,PI,5.1,3181.0,2.0,1.0,1.0,1057.0,,-37.8552,145.0005,Southern Metropolitan,4380.0,0
3908,2,h,S,5.3,3070.0,2.0,1.0,,315.0,,-37.76603,144.99366,Northern Metropolitan,11364.0,1
3909,2,h,S,5.5,3070.0,2.0,1.0,2.0,229.0,1900.0,-37.7681,144.9877,Northern Metropolitan,11364.0,0
3910,4,h,VB,13.8,3084.0,4.0,3.0,2.0,574.0,,-37.7319,145.0907,Eastern Metropolitan,2698.0,0
3911,3,h,SP,24.8,3156.0,3.0,1.0,2.0,968.0,1955.0,-37.88523,145.28553,Eastern Metropolitan,10788.0,0
3912,3,h,SP,31.7,3337.0,3.0,1.0,4.0,600.0,1975.0,-37.68734,144.58001000000004,Western Victoria,3600.0,0
3913,3,h,SP,38.0,3199.0,3.0,1.0,4.0,602.0,,-38.14374,145.16976,South-Eastern Metropolitan,17055.0,0
3914,3,h,SP,11.2,3073.0,3.0,1.0,1.0,490.0,1970.0,-37.7152,144.9817,Northern Metropolitan,21650.0,0
3915,1,u,PI,7.3,3146.0,1.0,1.0,1.0,0.0,1950.0,-37.8574,145.04795,Southern Metropolitan,10412.0,0
3916,3,h,S,13.5,3020.0,4.0,2.0,2.0,696.0,,-37.7841,144.8052,Western Metropolitan,6763.0,0
3917,3,h,S,20.8,3171.0,3.0,1.0,1.0,606.0,,-37.93861,145.15351,South-Eastern Metropolitan,7412.0,0
3918,4,h,SP,11.1,3025.0,4.0,1.0,4.0,558.0,,-37.8451,144.8529,Western Metropolitan,5132.0,0
3919,2,u,PI,5.5,3070.0,2.0,1.0,1.0,0.0,1970.0,-37.7813,145.0062,Northern Metropolitan,11364.0,0
3920,3,u,S,5.9,3032.0,3.0,1.0,3.0,0.0,1972.0,-37.7723,144.9094,Western Metropolitan,6567.0,0
3921,2,h,S,13.0,3046.0,2.0,1.0,1.0,172.0,2013.0,-37.7074,144.9086,Northern Metropolitan,8870.0,0
3922,4,h,PI,16.7,3150.0,4.0,2.0,5.0,1021.0,,-37.90317,145.16607,Eastern Metropolitan,15321.0,1
3923,2,u,VB,6.9,3039.0,2.0,1.0,1.0,0.0,2014.0,-37.7715,144.916,Western Metropolitan,6232.0,0
3924,3,h,S,13.9,3165.0,3.0,1.0,1.0,587.0,1950.0,-37.9241,145.0763,Southern Metropolitan,10969.0,0
3925,4,h,S,24.7,3175.0,4.0,1.0,1.0,951.0,,-37.98121,145.21643999999995,South-Eastern Metropolitan,10894.0,0
3926,5,h,S,12.9,3043.0,5.0,2.0,3.0,551.0,1975.0,-37.68329,144.89302,Western Metropolitan,3285.0,0
3927,3,h,S,9.2,3146.0,3.0,2.0,2.0,625.0,1951.0,-37.8602,145.0925,Southern Metropolitan,10412.0,1
3928,1,u,SP,2.5,3121.0,1.0,1.0,1.0,0.0,2007.0,-37.8299,144.9907,Northern Metropolitan,1123.0,0
3929,2,h,S,3.5,3068.0,2.0,,0.0,136.0,1890.0,-37.7819,144.9824,Northern Metropolitan,6244.0,1
3930,3,h,S,11.4,3204.0,3.0,1.0,3.0,585.0,,-37.91722,145.04836,Southern Metropolitan,6795.0,1
3931,1,h,PI,5.2,3056.0,1.0,1.0,4.0,330.0,,-37.7577,144.9524,Northern Metropolitan,11918.0,0
3932,2,u,S,8.0,3040.0,2.0,1.0,1.0,156.0,1994.0,-37.746,144.9153,Western Metropolitan,9264.0,0
3933,4,h,VB,12.1,3163.0,4.0,2.0,2.0,557.0,1955.0,-37.906,145.07399999999996,Southern Metropolitan,4442.0,1
3934,2,h,S,12.1,3163.0,2.0,1.0,1.0,646.0,,-37.8949,145.072,Southern Metropolitan,4442.0,0
3935,2,u,S,11.2,3073.0,2.0,1.0,1.0,95.0,,-37.7283,144.9991,Northern Metropolitan,21650.0,0
3936,3,h,SP,19.6,3076.0,3.0,2.0,2.0,375.0,2012.0,-37.62157,145.01049,Northern Metropolitan,10926.0,0
3937,3,h,S,5.6,3101.0,3.0,1.0,0.0,321.0,,-37.8116,145.0285,Southern Metropolitan,10331.0,1
3938,3,h,S,10.5,3020.0,3.0,1.0,2.0,613.0,1974.0,-37.80046,144.82676,Western Metropolitan,6763.0,0
3939,5,h,S,11.2,3145.0,5.0,2.0,2.0,639.0,,-37.8915,145.0844,Southern Metropolitan,8801.0,1
3940,1,u,S,2.4,3121.0,1.0,1.0,1.0,1347.0,2003.0,-37.81893,145.00631,Northern Metropolitan,14949.0,0
3941,3,h,S,13.4,3130.0,3.0,2.0,1.0,232.0,2014.0,-37.83574,145.14866,Eastern Metropolitan,4387.0,0
3942,4,h,S,5.2,3056.0,3.0,1.0,1.0,416.0,1920.0,-37.7737,144.965,Northern Metropolitan,11918.0,1
